SVM,KNN,RF,Review
yes,yes,yes,"I'm so impressed with the camera on my Samsung Galaxy S6. The photos are so good, striking colors, and night shots come out like postcards. I hadn't used a smartphone before but am finding this pretty easy to use. Still a lot to learn but overall I'm happy with this phone."
yes,yes,yes,fell in love with my phone immediately love ho fast my phone is and beautiful images only thing that threw me off was that you cant expand memory but other than that perfect phone
yes,yes,yes,I like the thin design It is fast great camera very good battery life
yes,yes,yes,The speed on the s6 blew me away. It conquers any task or game all while feeling and looking great
yes,no,yes,"I got this after using S3 for 2 years. I had lots of trouble with S3, specially its battery. Now the fast charging feature is amazing and it lasts really good aswell. The camera is unreal!! Its been a month now and I am happy w it."
yes,yes,yes,"I have a month with this phone and Still learning the so many futures on it, but so far so good."
yes,yes,yes,I love it.it is the first smart phone i have owned that is easy to use there is nothing i do not like about this phone
yes,yes,yes,i am still learning all the perks of this phone but so far so good. loving it very much
yes,yes,yes,"Great phone, slick look and a very nice feel to anybody. Easy to use and very versatile as well!"
yes,yes,yes,This phone is awesomeandIwould recommend it to anyone any day... just such an awesome product.
yes,yes,yes,This phone packs in all of the features a person could want. My only complaint is that it is a little slow sometimes.
yes,yes,yes,Never knew I could like a phone this much. I just love it!
yes,yes,yes,It's been lagging and a lil slow on my 4g network. But maybe it's boost mobile that's been lagging or maybe I used up my data? But other than that this phone is amazing and I love it and can't wait till I get the$175 deductible fee to get my phone back. Because of someone stealing it from me.
yes,yes,yes,This is the best camera for Android smartphone to ever hit the market simply amazing. The next best thing about it is the theme store to customize your whole phone by the push of a button. I also love the fast charging capability.
yes,yes,yes,Wow the first time I got to use the phone I felt like it wasnt real. I really think the galaxy s 6 was the best choince i ever made while chosing from another phones.
yes,yes,yes,Its amazing this product. The camera its so amazing.
yes,yes,yes,This phone is not what I was expecting. It has great graphics and performance is exquisite. It also has a very great camera that takes very clear and vivid pictures.
yes,yes,yes,Since this phone came out I wanned to get it because in the advertisments sounded pretty good
yes,yes,yes,I've had the S6 for about a two weeks now and it's definitely one amazing device the battery life could have been better but aside from that there haven't been too many problems. Definitely earns the 5 stars
yes,yes,yes,"Great camera, light in weight, and very beautiful."
yes,yes,yes,"Love the many features of the phone, and the ease at which they are made available for use. My best tech buy to date."
yes,no,yes,The thing i like the most in the galaxy is th 16mp camera and 5mp front facing. also the filters and beauty apps.
yes,yes,yes,I LOVE this phone it is no less then what i expected. Picture quality on this phone is just simply amazing. I absolutely recommend it and strongly suggest that this possible is the best upgrade out there now!
yes,no,yes,"I wish I had purchased the S5 instead of the S6. I don't like the glass back, it's just too slippery. And I don't like that the battery is not removeable and that there is no SD card. I do like the sound on it and the coverage, so far, has been great."
yes,yes,yes,"I am very happy with my s6. N i haven't even touched half of the features. If i had it to do all over again, idake the same choice. Great job Samsung. ..keep up the great work."
yes,yes,yes,Best Galaxy to date. The increase in storage (32gb) is great. Quality HiDef display is easy to read and colorful. Power save mode is by far my favorite feature.
yes,yes,yes,This phone is amazing. The camera is my favorite feature. The picture are best quality.
yes,yes,yes,I LOVE THIS PHONE FEATURES ARE EXCELLENT I LOVE THE CONSTRUCTION OF THE DEVICE IT FEELS THE WAY IT COSTS AND THE PERFORMANCE IS GREAT NO LAG FAST EFFICIENT ON THE INTERNET WHEN BROWSING AND THE NEW MUSIC PLAYER SOUNDS AND EQUALIZES SOUND MUCH BETTER THAN S5 ONLY PROBLEM IS ME BEING SPOILED BY SUCH A...
yes,yes,yes,"In almost every aspect this phone is great, I am currently on my second s6 due to a bad battery drain, force closure on fingerprint scanner, notification lag ( I press on a notification and it takes up to 6 seconds to open the app) . Camera is great, display is great."
yes,yes,yes,This product seems Nice. One thing I would reccomond is having more colors for the product.
yes,yes,yes,Overall the Galaxy S6 is a good phone. One thing I hope Samsung updates with the phone is the text message app. I do not understand why there is not an option to hide the text message notification. You are able to see the person name & entire message in the notification bar.
yes,yes,yes,"if i knew it did not have the expandable memory like the s5 and s7 i would have never got it, i ran out of memory in a month...i'd rather not have all my pics on some cloud nor on google... the messages did not group chat either as the s5 did, huge bummer."
yes,yes,yes,This product is really great. The features and design are awesome
no,yes,no,I like the phone a lot but there was an issue with taking video the video would drag and stutter until you reset so there is probably something is wrong with a SIM card or with the camera itself I'm not sure.
no,yes,no,This is the second phone I had to buy since the first one became very hot and shut down. Unable to recover the first phone.
yes,yes,yes,I cannot say much besides I love my experience with my Samsung Galaxy S6 and Galaxy Tablet!
yes,yes,yes,"I have had this phone for over a year now, and it still runs like it's brand new! Honestly this is the best phone I've ever purchased, it's incredibly reliable and has never caused me any problems."
yes,yes,yes,The Samsung Galaxy S6 phone is the most amazing phone that I have owned
yes,yes,yes,Love features and quality built phone & 16 megapixel camera. When I recorded video it does amazing 1080p quality
yes,yes,yes,good over all and i willing to buy more samsung products int future
yes,yes,yes,"Samsung are hard to beat when it comes to electronics and the S6 is amazing! Crisp display, a camera that is par with well a camera (lol), snappy cpu and a sleek look, Not too big to fit in your pocket and not too small to be squinting your eyes."
yes,yes,yes,I truly love my galaxy s6. It's fast and does a lot of things my old phone didn't.
yes,yes,yes,"I love this product, however I wanted to upgrade to a s7, but CrIckett Wireless informed me that I would only get $150 maybe $200 on a phone I paid over $500 for only 1 year ago."
yes,yes,yes,"This is the best phone that I have ever had. I do like the roomy 32gb on board memory, but my only issue is the lack of an SD card slot. Otherwise, it is a great product."
yes,yes,yes,"Have been samsung fan for several years, this my second phone and love all the great featused, too many to list"
yes,yes,yes,"I used to think my last phone was the best, but once I switched to the S6 I realized that I am doing more on my S6 then i have ever done on the other one. everything is much smoother and the picture quality is outstanding."
yes,no,yes,Well samsung you did a very good Job you should be proud
yes,yes,yes,Great phone....I always buy samsung product...love it...definitely I will recommend this product and never change...
yes,yes,yes,"I have purchased my galaxy s6 a few weeks ago switching from a iPhone and it took me a minute to get used to it but it was worth it. It has a beautiful build, a wonderful camera, little to no lag at all, and tons and tons of features to use and learn."
yes,yes,yes,I went from a s3 to this s6. By far one of the best phones ever. I wish the blinking notification lights would stop going off when you have the do not disturb feature on. And I wish the battery lasted longer. But other then that. Best phone ever.
yes,yes,yes,"Its a good phone, except Cricket will not release the Marshmallow updates for the phone, which makes the value go down in my opinion."
yes,yes,yes,"nice phone, nice picture and very easy to follow instructions or download programs. the best the battery charge very fast."
yes,yes,yes,"I got this phone a little before the S7 was announced. If I had waited a little longer, I would have gotten the S7 because of the waterproof feature. My friend dropped her S6 in water for less than half a second, and the phone died completely, In my opinion, the waterproof is the only thing missing..."
yes,yes,yes,five stars all the way if you can afford upgrade do it excellant by all reviews on my account thanks samsung!!
yes,yes,yes,I love this phoned! It's honestly my favorite phone yet. It has awesome features awesome apps. I gother a gear s2 for Christmas but getting a galaxy has really unlocked all the features and I love it. Love the fast charge just wished the battery lasted longer.
yes,yes,yes,Wonderful feature great phone and simple to handle and work with it. Reliable
yes,yes,yes,"The Galaxy 6 is an amazing phone. I have not had any problems with any Samsung product. I am able to personalize it any way I like. I was a little worried that there was no memory card, but... 32 GB, is actually a lot more room than it sounds!"
yes,yes,yes,I am so happy to have gotten this phone on so many different levels. .. the camera is awesome. .. love the different features and how easy to use... well money spent. . The only bad thing is my husband said I have to wait at least a year to get the next one .. :(
yes,yes,yes,"Pretty good phone, the best phone I have so far..."
yes,yes,yes,I have enjoyed my S6. It performs very well on the Cricket unlimited plan. I would love to see the battery last a little longer since I usually have to charge at least once during the day. I think that is mostly because I am constantly using it and all the great features it has.
yes,yes,yes,"The Galaxy S6 is a good phone, all in all. I would recommend it."
yes,yes,yes,As a laymen to the whole tech world I feel vindicated when I reach for my Samsung Galaxy S6. I have been a Samsung fan since the Galaxy 3 model came out. I wouldn't give up my Galaxy S6 for 100 Apple I phones.
yes,yes,yes,"I really like my new phone, and like almost all of its features. There are only a few things I have an issue with. The phone has no SD card slot, so you only have the amount of memory that comes in the phone. Another thing I don't like is that you can't remove the battery."
yes,yes,yes,I love my new phone its amazin. Preformance is great and I love all the features the phone has.
no,yes,yes,I put my setting for finger prints and it reads that's it's in finger prints security but doesn't do it unless I just restarted the phone. Also my ringtone and notification sounds will not stay on the tones I choose. Basically the phone uses the setting it wants to use I guess.
yes,yes,yes,I like the apps that come with the phone. It has great service
yes,yes,yes,"The best phone I've had. Easy to maneuver, great apps, and perfect size."
yes,yes,yes,"I just love it! It takes great pictures, amazing features, I am not upset at all, it has all what I need, It's really thin."
yes,yes,yes,"I had to get a new phone right away and the galaxy s6 was the only smartphone in stock. I was not disappointed at all. The camera was a lot better to take photos of my son, quick internet, smooth transition between apps, and very sleek design."
yes,no,yes,The camera is really good in less than optimum conditions
yes,yes,yes,I never had a smartphone before. I only had a flip phone and was hesitant to upgrade because I'm not too tech savvy. The Galaxy S6 was so easy to use. Now I'm wondering why I didn't get one sooner. I just love it!!!!!
yes,yes,yes,"This phone has a great camera and reasonable storage, but it should be expandable. Doesn't lag and has useful features thatbmake it easy to use."
yes,no,yes,"I changed to the Galaxy S6 specifically to be able to use Samsung Pay which is supposed to work at locations where mobile wallets requiring NFC will not. The hardware of the S6 is excellent, easily as good as the major competitor."
yes,yes,yes,I used to have iphone 5s then i switched to galaxy s6 its just a great phone .. it worth all money
yes,yes,yes,"When I first laid eyes on the galaxy S6, I fell in love, the touch of it, the design. Everything about it took a place in my heart... I love my phone"
yes,yes,yes,Was easy to use and transfer my photos and phone numbers
yes,yes,yes,So far everything I have used the phone for has been great. I run my security company from nothing but my phone and tablet (also Samsung).
yes,yes,yes,Very good product is very good light and very durable battery
yes,yes,yes,This is the best phone I have ever owned. It has perfectly clear screen shots and I love the camera options there is so much more you can do with this device and I love it. The front and rear cameara options are great and the selfie mode is just completely awesome and the screen locking and unlock...
yes,yes,yes,This phone is by far the best cellphone I've ever owned....very user friendly....reliable...and technically masterful....I will always dedicate my future cellphone purchases to the Samsung Galaxy series....very satisfied you could say:)
yes,yes,yes,it's been a while since I've had a Samsung phone and this by far is the best phone I've had. The features and ease of use is wonderful and the camera takes clear crisp photos.
yes,yes,yes,"i love the camera on this phone, i bought an expensive camera and i find myself using the camera on my phone more then the camera i bought."
yes,yes,yes,I have always bought Samsung products..this is my first time buying the galaxy s6 and I love it...
yes,yes,yes,"This device is very different than others I have had. The design is elegant, sleek, and classy. If you are looking for a reliable phone this is what you are looking for. The biggest difference between this phones and others I have had is the crystal clear display and the 16 mp camera."
yes,yes,yes,"About 2 years or so ago i bought a samsung galaxy s 4 and was amazed by all the cool features and the overall functionality of the phone . Then a little less then a year later cricket changed over to the new systems through at&t and i was told that i would have to buy a new phone, that my s4 was not..."
yes,yes,yes,This phone is the best and I would recommend this product to friends and family members and their families
yes,yes,yes,"I've been wanting the Galaxy S6 for a long time! It's pricey but well worth it! I love the fast charging and expandable memory, I have yet to run out of memory with all the apps I have on my phone. I also love the sound quality! The loud speaker is what surprised me the most!"
yes,yes,yes,"Compared to any and every smartphone that exist, the Samsung Galaxy S6 is the best. It's features, capability, and design is far more superior than any other device. This thing can literally do anything."
yes,yes,yes,Loving the camera and alot of things my biggest upgrade yet
yes,yes,yes,"The features on the phone great. Th e fingerprint scanner and I reader are really useful. The camera takes high quality pictures and the different camera modes create fun and interesting pictures and videos. The heartland monitor is a good feature as well, if you are into fitness and health."
yes,yes,yes,I'm a previous IPhone user and am in love with this phone.
yes,yes,yes,"I have had galaxy models in the past ( s3 and s4) and have always liked them. The s6 is a beautiful phone, smooth and fast, and the camera is the best."
yes,yes,yes,"This phone is extremely amazing. I've had the Samsung Galaxy Note 1, 2, and 3. As well as the Galaxy s5. The s6 is by far the best Samsung phone that I have used overall. You can tweak everything to your needs and most definitely have fun using it. The look is super clean and very thin."
yes,yes,yes,"Has better specs and overall performance than the iPhone. Includes great features such as the ability to multitask, highly improved fingerprint sensor from the previous Galaxy S5, and the useful IR blaster and 16 MP back camera. 10/10 would recommend to a friend and will stay a Samsung customer."
yes,yes,yes,I had before Samsung G4 but i change for Galaxy S6 and for me is excellent and brilliant phone from Samsung and now i whering for el GS7 to enjoy the new phone.
yes,yes,yes,"The camera is the best part of the phone, and even though it sticks out a bit, I don't mind. I do wish that the phone had a removable battery, SD slot, and was still water resistant, but I'm still enjoying the other features. Samsung pay is really useful, as is the infrared blaster."
no,yes,yes,My only issue so far is that my battery seems to drain constantly
yes,yes,yes,"I have had my S6 for about a year now and I do have to say that it is one of the greatest devices I have ever owned and I have owned allot of devices. The fingerprint sensor is fantastic, it never has a hiccup while multitasking, no reboots, and decent battery life."
yes,no,yes,"Samsung by far surpasses iPhone by a landslide! This is by far the best phone in the market, trust me, I went from the s4 to the iPhone 5s, iPhone 6 plus, back to the Samsung s6, my only regret is that I went back to the iPhone without really giving samsung a chance, now that I have, I do not ever..."
yes,yes,yes,I was an iPhone person but after purchasing this phone it totally made me change to Samsung. Love my phone the featured the speed the camera everything
yes,yes,yes,"Had apple devices for many years, about 4 or 5 and decided to switch it up. This phone is great and the os is way better. Allows you to do more things at once with its multi tasking features."
yes,yes,yes,The design is nice and slim it's fast the battery last long. The camera is the best.
yes,yes,yes,i really like the newer version of my old phone. it was so easy to set up and it pretty much was set up just the same as my old phone within a few hours. i was worried it would take days to get all my appas up etc. but within a couple hours i was back in business!
yes,yes,yes,I really love the phone it's quick and easy to use I just wish you could delete all the incoming emails at once
yes,yes,yes,Working great so far! No cons to mention at this time.
yes,yes,yes,"After only ten days, I dropped my phone in snow and gravel. I then unwittingly drove over it nine times with a 12,000 pound truck. I couldn't find it in snow so I came back three days later and snow had melted enough to expose it. I had to kick it out of ice and packed snow."
yes,yes,yes,"I really like my Galaxy S6. It is lightweight, yet has a sturdy, solid feel to it. The display is easy to read, even in direct sunlight. Downloads are very fast and the cameras take excellent pictures."
yes,yes,yes,This phone is really fast and has great features. The design is really cool wth glass and metal. I would recommend it to a friend most definitely.
yes,yes,yes,"It is an excellent smartphone for anyone that wants a customizable, fast, great display, awesome features to have and experience on a smartphone. It's customization can include the fonts on your phone being changed and also putting in pictures from your gallery and even just a downloaded picture."
yes,yes,yes,"Use the app smart switch using Bluetooth, moved all my into from my old S3 to my new S6 and was operational in minutes. Almost painless, just had to set up my accounts for login. Faster, and makes calls with just 1 bar and these are good calls, no dropping of the voice."
yes,yes,yes,I have only had my S6 for a couple of months but I love it. It is easy to use and the performance is great....I had an S3 and an S4 but skipped the S5 and went to the S6 and do not regret any of my choices
no,yes,no,"I had the phone for three weeks, never dropped it, kept it in an Otterbox. I had to send it in to warranty after 3 weeks."
yes,yes,yes,I did extensive research between the iPhone and Samsung Galaxy and decided to go with Samsung. I have to say that I LOVE this phone. The specs are awesome. It takes amazing pictures and videos.
yes,yes,yes,"I love this phone, the powerful system is lightning fast, the battery last forever, and the screen is flawless!!! The only thing I wish it had was the air view from the S4, but still an incredible phone!"
yes,yes,yes,no complaint. everything works perfect. i am very happy with it
yes,yes,yes,"Great performance, built-in apps, and nice design."
yes,yes,yes,"My only real complaint is that the phone takes a while to come on. I guess that's because it's so much like a pc in your hand. The battery life could be better, but if you adjust the settings, you can improve that. I would also love a bigger screen. Otherwise, the phone is awesome!"
yes,yes,yes,"I have owned the S6 for over a month and it has exceeded my expectations. Great display, great features, awesome sound, size fits my hands, excellent camera, and excellent call quality. Battery life is OK but I like the battery saving modes available."
yes,yes,yes,"Excellent phone,great disaplay. Camera is awesome, and the phone is blazing fast."
yes,yes,yes,Messages doesn't work very well. Hard to even send a picture. Solid performance. Good speed. Nice camera. OK battery life. I would say the battery is the most annoying thing and my phone is less than a month old. I love the design and fast charging though.After using this and an iphone.
yes,yes,yes,"very good product, that meet all and more of my expectations, with a bright screen display and excellent size."
yes,yes,yes,"I have usually bought a different brand, this time I went with the Samsung 6s. I love it, mostly it is all the space. I have not even come close to filling the space, I can download anything. I will never use another brand for phones."
yes,yes,yes,"It's design is excellent, but the performance and dependability are what make it the best phone on the market."
yes,yes,no,"I am having an intermittent problem with people hearing me and with me hearing them. the next call with them is fine and works well. sending in for repair so we shall see,"
yes,yes,yes,Got a great deal from cricket wireless on black Friday weekend. This phone works! Size is perfect and the battery lasts all day and night. I just hook up the quick charger for about half an hour and am good for hours.
yes,yes,yes,Love my new s6. No problem with it at all and very user friendly
yes,yes,yes,"I have yet to be dis-satisfied with the performance, design and overall operation of any Samsung device I have owned in the last few years. From the first Galaxy Note and its super sized screen to my 7"" tablet with unparalleled design and speed, every Samsung device I have owned has gone above and..."
yes,yes,yes,I had a Samsung Note 3 and decided to get the S6 and I have been very happy with it!
yes,yes,yes,The Samsung S6 is my First Smart Phone. The Design is like just about the same as other Samsung Smartphones. The Quality is Nice. It feels Premium in my Hand. It is Full of Features.The Call Quality is Great.The Camera shoot really Good Photos.I would like a Longer Lasting Battery.The Battery...
yes,yes,yes,"Loved the design, easy to use. It's is affordable and efficient. We love the quality of all the Samsung products."
yes,yes,yes,"excellent to take pictures, overall great phone and love it."
yes,yes,yes,"The camera is really good, the phone is fast and has alot of unnecessary but still cool features which is what makes it so cool"
yes,yes,yes,Overall I'm in love with this phone because the touch wiz
yes,yes,yes,This product looks nice and looks of good quality materals
no,yes,yes,It's great but an error message keeps coming on the phone. I do not know why.
yes,yes,yes,This S6 is a lovely phone to have. It looks gorgeous and the touch is flawless.
yes,yes,yes,"I recently switched from an iphone to the Samsung galaxy s6 it is taking me some time to adjust, I am learning all the tricks. I love the camera on this phone compare to my old phone. The pictures after so much sharper and the resolution is great even without a filter."
yes,yes,yes,"I bought Samsung Galaxy S6 on the Cyber Monday. This is the great phone I have owned so far. This works great. Peel Smart Remote is one of the best features I liked. Touch, Camera, SHealth and everything is so nice. Thanks to Samsung."
yes,yes,yes,I like Samsung because it easy to use it i can download music videos right through the Samsung I don't have to use no computer to download music or videos that's why like
yes,yes,yes,The Samsung galaxy s6 is awesome love having a figure print lock. Glide works very well on my phone .
yes,yes,yes,"Galaxy S6 is like a complete package. I can do everything whether it be work or fun. Display and camera is fantastic.I really like the quality, design and performance of this phone."
yes,yes,yes,My short experience with the galaxy 6s has been absolutely awesome.
yes,yes,yes,"Looks aren't everything, but they sure matter. I love the metal & glass and the slimness that fits perfectly in the hand. But the real beauty is on the inside.That's where Samsung Galaxy S6 really lives up to the hype.There is a glossy glide to everything this beauty does."
yes,yes,yes,"I've had it for 3 weeks and it's very fast, dependable and has a ton of features that my friends' iphones don't."
yes,yes,yes,This phone exceeded my expectations! I can customize it however i like. The camera is amazing it makes me look even more gorgeous! Yas i love this phone <3
yes,yes,yes,"I just wanna say once you get Samsung s6 you never go back,"
yes,yes,yes,The product is well built and it has many good features to offer.
yes,yes,yes,Great phone. Ease of use and functionality is petfect. The bigger hard drive space allows for more apps and my favorite books. The battery could be better but overall if you have a charger nearby your fine.
yes,yes,yes,I love this galaxy s6 because it has new features and the design is nice and I love the metal around the phone and the material is been made. And also samsung pay is great. But I'd like and the new generation galaxys phones 3d touch.and more longer. battery.
yes,yes,yes,I love this phone. I don't have any complaints at all. I love how clear the pictures are when I take them
yes,yes,yes,"Well , I never used Samsung before as I have been using iPhone for longtime, when I bought samsung Galaxy s6 I feel that this phone has got all the features especially screen touch and multitasking makes me more excited to use it."
yes,yes,yes,I love my phone... legit I couldn't imagine myself using any other phone right now except for the note but still love my phone
yes,yes,yes,"Sleek design. High Def Camera, Lightweight. Latest Apps for work and fun.A Complete Phone."
yes,yes,yes,I love the Samsung Galaxy S6 after using it a month. Screen Resolution is Fabulous. Samsung Pay is the best and the Wireless Charging is awesome.
yes,yes,yes,"I love it!! It has only been a week since I received my new phone but it has been real easy to set up. Also, I love exploring all the cool apps. This is a good product."
yes,yes,yes,"coming from iphone 5s, I love this upgrade, only negative i feel is that its kinda slippery and i wish they sell mini galaxy s6 so i buy that too."
yes,yes,yes,"Just bought my Galaxy S6 and could't be happier, I upgraded from the Galaxy S5 and it's been awesome, this phone is real good looking, the glass and body metal look real nice, body construction is good also, got mine in black color and it looks awesome, the screen in this phone is better than any..."
yes,yes,yes,I recently switched from iPhone 5 to Galaxy S6 and was very impressed with the overall design. The hardware was well made with premium metal finishes and Gorilla glass front/back.
yes,yes,yes,I love the galaxy s6. Everything is so easy to use and it has great memory capability. The Android apps are extensive and this phone can handle them all. This phone has made being connected in my personal and professional and recreational life easy. Couldn't ask for anything more.
yes,yes,yes,I'll glad I got the sumsung s6 I'm loving it super fast I wouldn't think twice again of buying it again ...all my friends love it and they wish they all get one during Christmas its the best phone ..
yes,yes,yes,"Samsung products are awesome..I currently have a 55' Smart TV and a Samsung Galaxy S6 cell phone. I used to own Galaxy S4 and S5, love, love, love...The two interaction with each other is great and love the way they recognize each other..."
yes,yes,yes,I never tought the lack of expandable memory and removeable battery would be amazing
yes,no,yes,This phone and it's apps work well and help pages actually are helpful in the use and learning to operate any portion of this phones capabilities. A great find and buy well worth it.
yes,yes,yes,"i would definitley highly recomend the galaxt s6 it has great features, the screen has a perfect size,great speakers, and the camera is awesome it takes really good pictures! i simply love my phone."
yes,yes,yes,I use my phone for everything and anything and Im still learning more I can do with this phone. love it!
yes,yes,yes,"Ever since I got the Galaxy S6, it has not slowed down or been defective like people say it would. The camera is spectacular and catches great shots plus the large amount of storage is just enough for everyone. The texture and endurance of the phone truly shows its quality craftsmanship."
yes,yes,yes,"This is hands down my favorite phone I've ever owned. It's beautiful, powerful, buttery smooth, and the camera is amazing. Samsung knocked it out of the park this year. I am usually a nexus fan, but the design of the S6 caught my eye this year as it's comparable to the iPhone 6 (and even better,..."
yes,yes,yes,This is one of tyne best phones I have ever had I absolutely love it! I have told several people to get this phone
yes,yes,yes,"It is easy to use.it is beautiful.it has good quality in sound,display,camera.it changed my life to easyer one.it has every thing that I need.for me it is my small computer that I can carry it e ery where"
yes,yes,yes,"Samsung has been my first choice for smart phones for the past 3 years, this reminded me why. the resolution on this phone absolutely breath taking, the camera quality is stunning and the performance of the phone is amazing."
yes,yes,yes,"Great internal memory, auto updates, great display."
yes,yes,yes,Absolutely the best phone I've had. I do everything on it literally
yes,yes,yes,"Nice display, fast processer, not fond of built in battery and lack of simcard expansion"
yes,yes,yes,"I away had galaxy phone all my life since the samsung reales the first galaxy, away love the new features Samsung been adding each phone and glad to experience all them, I still have the galaxy phone's in my closet has a collections including the galaxy note 2.Galaxy S6 has the best performance all..."
yes,yes,yes,I love everything about it! The camera is amazing and there's more than enough room for everything! I have over 600 pictures and videos and i have plenty of games downloaded on my galaxy. Best phone I've had!
yes,yes,yes,Best cellphone I ever had and it has everything I need.
yes,yes,yes,"Great display, fast performance, easy to use, great sound"
yes,yes,yes,I LOVE my new galaxy S6. It works great. The camera has fantastic quality. It has a lot of features that I'm still leaning to use but so fade joy using. Like for instance I love being able to have multiple application's/screens up.
yes,yes,yes,"Can't get over the display, the color and the clarity is outstanding. It seems to be 10 times faster then my S4 or my Iphone4 was. Keep up the good work."
yes,yes,yes,"its really responsive ,smooth ,smart phone"
yes,yes,yes,At first I was unsure about upgrading from the S5. Mainly because I liked being able to use a micro sd card. But I haven't even thought about it. This phone is super fast! I couldn't believe it. The display is fantastic!
yes,yes,yes,This phone is just wonderful! It has a great camera (front and back). Works well and easy to understand!
yes,yes,yes,I really liked how it has really fast charging very useful and also has great battery life I really like how smooth it is too has to be the best phone right now
yes,yes,yes,The galaxy S6 is a awesome device. It has a good size screen with a beautiful picture thanks to the Amoled display. Wireless charging is built right into the phone no need to buy an extra back or adapter. The Exynos processor with 3GB of ram is enough for any one who multitasks on their phone.
yes,yes,yes,I am a patrol sergeant in the city of San Diego and I absolutely love my galaxy s6 it works great everything I do on the field is done correctly on this phone I love it and prefer everyone to get this particular phone especially if you a patrol driver..
yes,yes,yes,This phone is the best! I love it so much! Better than any other phone there is. Everyone should get this phone. Awesome job Samsung!
yes,yes,yes,Unfortunately my phone was stolen after only 2 months but it was a huge upgrade from my last phone I loved it but can't afford another one but if anybody is in the market for a new phone I would highly recommend it just because how easy it was to use and find what you were looking for and somethin...
no,yes,yes,"Samsung Galaxy has good quality and the phone display. I really like it; however, I hate the fact that when application does not meet my expectation. Most of the apps said (This application has stop working), it needs a lot of work and to be fixed."
yes,yes,yes,"Like I said above I love this phone. It looks great, and easy to hold while typing. The features are great. I have definitely already told pepole about ithe and they should check it out. Thank you"
yes,no,yes,In the galaxy s6 they had so many features that the s6 no longer has like one hand use and being waterproof. I could say that my friends s5 is better than my s6
yes,yes,yes,"I just love my phone, it's the perfect size, performs really good. A little bit expensive but worthed."
yes,yes,yes,Watching videos on the Galaxy S6 is absolutely the best. Images are sharp and clear.
yes,yes,yes,I love it does everything i need so far i swiched from the iphone and i am very much pleased
yes,yes,yes,"I bought the Galaxy S6 a couple of months ago, and so far it has been amazing. The feature are great, the design is great. I have no complaints. Thank You Samsung !!"
yes,yes,yes,"Easy to use. I'm not a genius, but I can navigat very well. This is the best phone I have. I love it."
yes,yes,yes,So far I like the phone. Kind of looks like the iPhone6. Not sure if I like that. I have always like that Samsung has its own design. I will always be a Samsung person. I like that this phone has its own Themes. I have only has this phone for a few day. So I am just getting to know it.
yes,no,yes,I don't understand why they have to do away with the battery. It was so convenient to replace batteries when you run out of battery juice. I hope Samsung will reconsider and make a removable battery again on the next models.
yes,yes,yes,"This product is great. The features, apps, data, and etc are so awesome. Its worth buying."
yes,yes,yes,It an amazing.phone nust.dont like the fact its like an iphone memory wose and u cant use an sd card
yes,yes,yes,"I just bought this phone two weeks ago and I am utterly impressed. Before this phone, I had an iPhone for two years and I can say that I feel like the s6 out performs iphone. I plan on staying with Samsung for now on."
yes,yes,yes,Great for power users who need to multi task and require more than too apps at a once.
yes,yes,yes,Phone is very fast but really needs removable storage
yes,yes,yes,Love this phone. Switched from windows phone. Easier accessibility and much better security.
yes,no,yes,Has a good battery but is a bit expensive. I really do like it.
yes,no,yes,I have alway had Iphones! Always had problems and hard to use! Never again ! With my Galaxy S 6 made by Samsung I am in phone heaven!!!
yes,yes,yes,"Everything about this phone is awesome, albeit pricey; EXCEPT I prefer using stock email apps as I find contacts, calendar items etc from my corp exchange server work better when using the stock email app and for some reason Samsung REFUSES to add actions to email notifications (read, reply, delete..."
yes,yes,yes,The galaxy s6 is one of the best phones of all time. Quick speeds.multiple ways to multi task.phenomenal camera I would absolutely recommend this phone not to just friends but anyone that might cross my path
yes,yes,yes,"This phone is awesome, but needs features that protect against everyday damages and accidents. If that type of phone was released by Samsung, many people will be buying the smartphones that Samsung makes."
yes,yes,yes,I love this phone this is the best phone I've ever had the ppi density is out rageous and fast charging love it. I love the design of the phone the glass on the back is really eye catching.
yes,yes,yes,"need to be add resisten to water and better battery, wireless connection need to be faster"
yes,yes,yes,I really like it has a few things i don't like the battery doesn't last long and i cant add extra storage but its a good phone.
yes,yes,yes,I really love love this phone the only thing is that the battery dies too fast and if you don't use the charger that came with it it charges very slow but one other good thing is that the charger that came with it charges very fast I love everything about the phone the features and also how it has...
yes,yes,yes,"Battery life is the only chink in this awesome phone\u2019s armour, but it can be managed and isn\u2019t a deal breaker for us. If you want the best smartphone money that can buy right now and don\u2019t care about fancy pants curved edges, the Galaxy S6 is a top phone that shouldn't disappoint."
yes,yes,yes,This phone has became a big part of my life so far and everything works fine I mean everything
yes,yes,yes,The camera in this phone is amazing! It has many features and is very easy to use.
yes,yes,yes,"I've only had my new galaxy S6 for a couple of weeks but I love it! I love the fast performance, durability, design, and fast charging battery. This is the first phone that doesn't only compete but beat an iPhone 6. Samsung really changed up their game with the design and layout of the phone."
yes,yes,yes,Overall I love my new Samsung s6 I love its features and apps. Its a great size and very durable and the screen wouldn't crack if u dropped it like an iPhone would but the only problem was that it kept freezing a lot and the phone gets really hot when I opened up Snapchat which is one of my favorite...
